epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1056.97,1.15496,1.87354,1.32944,0.67729,0.79325,0.75674,0.5236,0.95826,2.04361,1.26765,0.000643326,0.000643326,0.000643326
25,1100.72,1.11369,1.96806,1.342,0.64789,0.72298,0.72624,0.50107,0.93763,2.18996,1.2749,0.000635079,0.000635079,0.000635079
26,1144.92,1.18518,1.90989,1.39015,0.66704,0.67059,0.72575,0.48961,0.94725,2.27999,1.26671,0.000626832,0.000626832,0.000626832
27,1188.86,1.1777,1.82712,1.34195,0.63987,0.7001,0.73636,0.49369,0.97834,2.13868,1.25179,0.000618586,0.000618586,0.000618586
28,1232.57,1.07142,1.90579,1.28221,0.68417,0.71794,0.77804,0.53019,1.01717,1.98257,1.28634,0.000610339,0.000610339,0.000610339
29,1277.24,1.10178,1.69694,1.27604,0.7185,0.72015,0.79177,0.52958,1.02468,1.97279,1.30741,0.000602092,0.000602092,0.000602092
30,1320.96,1.07977,1.66855,1.28769,0.7734,0.77378,0.82677,0.56056,0.98223,1.86339,1.2814,0.000593846,0.000593846,0.000593846
31,1364.6,1.06852,1.66469,1.26557,0.80928,0.78481,0.84132,0.60543,0.92524,1.72386,1.22019,0.000585599,0.000585599,0.000585599
32,1408.2,1.1311,1.61839,1.27542,0.79938,0.8198,0.8536,0.61061,0.90065,1.65019,1.19742,0.000577352,0.000577352,0.000577352
33,1451.9,1.16886,1.62867,1.31745,0.82366,0.79061,0.85723,0.61997,0.88881,1.62306,1.19127,0.000569106,0.000569106,0.000569106
34,1495.37,1.11467,1.61602,1.25912,0.80972,0.7692,0.85058,0.6173,0.87445,1.615,1.17023,0.000560859,0.000560859,0.000560859
35,1538.86,1.0028,1.49028,1.20056,0.76013,0.79817,0.86442,0.62674,0.87023,1.64439,1.1631,0.000552612,0.000552612,0.000552612
36,1582.61,1.07781,1.61134,1.25823,0.79499,0.82811,0.88528,0.64415,0.87302,1.60354,1.15072,0.000544365,0.000544365,0.000544365
37,1627.51,1.05203,1.61692,1.24123,0.85855,0.8079,0.89035,0.65293,0.84261,1.62979,1.1293,0.000536119,0.000536119,0.000536119
38,1673.94,1.06022,1.60506,1.25134,0.85588,0.84049,0.88402,0.64767,0.82951,1.71274,1.1222,0.000527872,0.000527872,0.000527872
39,1717.68,1.02932,1.55072,1.25477,0.86643,0.83984,0.88713,0.64973,0.82544,1.69762,1.11801,0.000519625,0.000519625,0.000519625
40,1761.77,1.01327,1.47624,1.21086,0.87966,0.85053,0.89899,0.65974,0.81521,1.58725,1.10881,0.000511379,0.000511379,0.000511379
41,1815.87,0.97095,1.48045,1.22237,0.84538,0.86916,0.91944,0.67189,0.79765,1.55723,1.09395,0.000503132,0.000503132,0.000503132
42,1859.56,0.90069,1.40442,1.14185,0.86499,0.84427,0.92714,0.68005,0.79742,1.51408,1.09387,0.000494885,0.000494885,0.000494885
43,1907.12,0.93491,1.40735,1.16633,0.80945,0.90809,0.93335,0.6913,0.7916,1.50148,1.09769,0.000486639,0.000486639,0.000486639
44,1956.17,0.9362,1.3423,1.20363,0.89546,0.88739,0.92799,0.70257,0.78113,1.43656,1.09183,0.000478392,0.000478392,0.000478392
45,1999.73,0.8895,1.2622,1.15326,0.93254,0.8811,0.93773,0.72499,0.74925,1.3437,1.07022,0.000470145,0.000470145,0.000470145
46,2043.14,0.93489,1.42434,1.16679,0.94146,0.87111,0.93643,0.72628,0.75891,1.3088,1.08238,0.000461898,0.000461898,0.000461898
47,2086.38,0.92824,1.25396,1.14814,0.91744,0.84468,0.92967,0.70732,0.78573,1.35382,1.10458,0.000453652,0.000453652,0.000453652
48,2129.7,1.00443,1.33627,1.16981,0.90597,0.86166,0.93237,0.7104,0.77621,1.34777,1.10654,0.000445405,0.000445405,0.000445405
49,2174.35,0.92612,1.37549,1.22027,0.87312,0.89301,0.94544,0.72012,0.75275,1.29322,1.08913,0.000437158,0.000437158,0.000437158
50,2218.22,0.87675,1.21146,1.13592,0.88036,0.88328,0.94884,0.71963,0.74601,1.29851,1.08002,0.000428912,0.000428912,0.000428912
51,2261.29,0.9734,1.35061,1.2428,0.8997,0.91193,0.96423,0.73238,0.73313,1.2962,1.06616,0.000420665,0.000420665,0.000420665
52,2304.93,0.85036,1.19048,1.13603,0.89797,0.895,0.96494,0.74943,0.71361,1.27708,1.04506,0.000412418,0.000412418,0.000412418
53,2347.88,0.88521,1.30315,1.17683,0.89484,0.90593,0.95822,0.73602,0.71849,1.26723,1.04037,0.000404172,0.000404172,0.000404172
54,2391.51,0.94156,1.31394,1.16959,0.95882,0.88776,0.95869,0.73691,0.70223,1.22507,1.03612,0.000395925,0.000395925,0.000395925
55,2434.41,0.75556,1.22757,1.08182,0.94745,0.91052,0.96454,0.74327,0.69065,1.18834,1.02813,0.000387678,0.000387678,0.000387678
56,2477.55,0.86156,1.31313,1.13223,0.953,0.93866,0.96849,0.75973,0.68681,1.16949,1.02416,0.000379431,0.000379431,0.000379431
57,2521.73,0.9006,1.34571,1.17232,0.95786,0.93604,0.96826,0.76145,0.6735,1.15336,1.01747,0.000371185,0.000371185,0.000371185
58,2566.53,0.87754,1.38281,1.18697,0.96793,0.93005,0.96959,0.77422,0.66995,1.13762,1.01477,0.000362938,0.000362938,0.000362938
59,2611.72,0.77038,1.21552,1.10534,0.96632,0.90411,0.96721,0.7808,0.66936,1.13145,1.0148,0.000354691,0.000354691,0.000354691
60,2660.9,0.91205,1.33411,1.19283,0.91204,0.95767,0.97001,0.77656,0.66416,1.13203,1.01116,0.000346445,0.000346445,0.000346445
61,12368.1,0.92909,1.27949,1.16752,0.96501,0.92209,0.97306,0.78379,0.66359,1.12258,1.00752,0.000338198,0.000338198,0.000338198
62,12411.3,0.86673,1.2635,1.1422,0.97028,0.93054,0.98052,0.78377,0.6494,1.10335,1.00217,0.000329951,0.000329951,0.000329951
63,12449.9,0.91514,1.25641,1.14758,0.96125,0.95214,0.98232,0.78018,0.62828,1.08407,0.99401,0.000321705,0.000321705,0.000321705
64,12485.5,0.88014,1.28566,1.14594,0.9801,0.92312,0.98045,0.7752,0.62722,1.08727,0.99448,0.000313458,0.000313458,0.000313458
65,12521,0.8152,1.12623,1.09896,0.9535,0.95183,0.98091,0.78058,0.63516,1.12041,1.00008,0.000305211,0.000305211,0.000305211
66,12558,0.72033,1.13287,1.07836,0.94466,0.96384,0.98186,0.77202,0.64349,1.11436,1.00648,0.000296964,0.000296964,0.000296964
67,12594.9,0.83589,1.15738,1.10194,0.94484,0.9651,0.98153,0.77533,0.63126,1.10473,0.99757,0.000288718,0.000288718,0.000288718
68,12632.1,0.83206,1.25035,1.1528,0.94178,0.94883,0.97961,0.78747,0.6095,1.08758,0.98547,0.000280471,0.000280471,0.000280471
69,12670.3,0.85221,1.21764,1.10909,0.95518,0.94911,0.98073,0.78769,0.62438,1.0802,0.98582,0.000272224,0.000272224,0.000272224
70,12708.4,0.80197,1.07657,1.08331,0.98641,0.92926,0.98291,0.78664,0.63974,1.07468,0.98493,0.000263978,0.000263978,0.000263978
71,12748.7,0.82587,1.10958,1.10178,0.98338,0.9372,0.98319,0.80211,0.63279,1.06309,0.97859,0.000255731,0.000255731,0.000255731
72,12787.6,0.75503,1.10698,1.07588,0.98062,0.93701,0.98361,0.80675,0.60666,1.04759,0.96563,0.000247484,0.000247484,0.000247484
73,12826,0.80108,1.14168,1.13511,0.97809,0.93559,0.98567,0.81993,0.58425,1.03954,0.95317,0.000239238,0.000239238,0.000239238
74,12865.3,0.76581,1.06389,1.07018,0.97591,0.9401,0.98691,0.82162,0.5748,1.03413,0.94683,0.000230991,0.000230991,0.000230991
75,12905.5,0.76109,1.06613,1.10833,0.97497,0.9519,0.98959,0.82734,0.57089,1.02787,0.94474,0.000222744,0.000222744,0.000222744
76,12944.8,0.78762,1.12135,1.11113,0.96578,0.95885,0.98908,0.83097,0.56522,1.02222,0.94406,0.000214497,0.000214497,0.000214497
77,12985.9,0.73975,1.04128,1.06607,0.96541,0.96228,0.98948,0.83761,0.55458,1.00724,0.94096,0.000206251,0.000206251,0.000206251
78,13024.9,0.69976,0.97239,1.04048,0.97008,0.96182,0.99001,0.8398,0.54636,1.00725,0.93742,0.000198004,0.000198004,0.000198004
79,13064.2,0.78571,1.11842,1.08852,0.98687,0.94859,0.98867,0.83618,0.54824,0.99752,0.93628,0.000189757,0.000189757,0.000189757
80,13103.4,0.74919,1.0079,1.07994,0.98789,0.94032,0.98604,0.82946,0.55195,0.98692,0.93628,0.000181511,0.000181511,0.000181511
81,13143.3,0.72382,1.03727,1.06147,0.95996,0.96288,0.98634,0.8304,0.55254,0.97133,0.93499,0.000173264,0.000173264,0.000173264
82,13182.9,0.66654,1.01324,1.02676,0.98924,0.93506,0.98536,0.8264,0.54618,0.9617,0.93279,0.000165017,0.000165017,0.000165017
83,13222.7,0.78705,0.95944,1.06122,0.98936,0.93448,0.98634,0.8311,0.53567,0.9521,0.93072,0.000156771,0.000156771,0.000156771
84,13262.5,0.76694,1.16367,1.12016,0.98525,0.95274,0.98591,0.83146,0.52623,0.94465,0.92745,0.000148524,0.000148524,0.000148524
85,13302.6,0.70594,1.11366,1.03995,0.98639,0.95302,0.98443,0.83724,0.52295,0.94652,0.92694,0.000140277,0.000140277,0.000140277
86,13343.6,0.73534,1.03551,1.06488,0.98754,0.95276,0.98425,0.84097,0.52082,0.94931,0.9274,0.000132031,0.000132031,0.000132031
87,13386.5,0.70072,0.94652,1.0213,0.99134,0.9621,0.98451,0.84713,0.51992,0.94931,0.92624,0.000123784,0.000123784,0.000123784
88,13426.9,0.75647,0.9827,1.07074,0.99048,0.96175,0.98745,0.85462,0.51802,0.94166,0.92412,0.000115537,0.000115537,0.000115537
89,13469.3,0.75086,1.03406,1.08439,0.98827,0.96272,0.98808,0.85139,0.51696,0.93773,0.9238,0.00010729,0.00010729,0.00010729
90,13511.4,0.67878,0.98187,1.02765,0.98675,0.96226,0.98954,0.85323,0.51609,0.93453,0.92295,9.90437e-05,9.90437e-05,9.90437e-05
91,13553.5,0.59533,1.03027,0.98978,0.98873,0.96005,0.9899,0.84969,0.51318,0.93058,0.91897,9.0797e-05,9.0797e-05,9.0797e-05
92,13596.1,0.63278,1.04515,0.99797,0.98768,0.96727,0.99093,0.84945,0.50789,0.9219,0.91428,8.25503e-05,8.25503e-05,8.25503e-05
93,13637,0.69224,1.11247,1.07005,0.98261,0.96866,0.99037,0.84949,0.50526,0.92059,0.91161,7.43036e-05,7.43036e-05,7.43036e-05
94,13676.5,0.64511,1.09854,0.99913,0.98369,0.96733,0.99142,0.84841,0.50428,0.91841,0.90894,6.60569e-05,6.60569e-05,6.60569e-05
95,13715.3,0.65136,1.05542,1.03608,0.98554,0.96645,0.99206,0.8505,0.5055,0.91724,0.90802,5.78102e-05,5.78102e-05,5.78102e-05
96,13755.8,0.60848,1.12027,0.99986,0.98509,0.96523,0.99206,0.84471,0.50686,0.91622,0.90695,4.95635e-05,4.95635e-05,4.95635e-05
97,13797,0.61963,1.05527,0.94994,0.98441,0.96434,0.99206,0.84456,0.50907,0.91493,0.90741,4.13168e-05,4.13168e-05,4.13168e-05
98,13837.7,0.6167,1.07021,0.97055,0.98469,0.96375,0.99278,0.84537,0.50766,0.91032,0.90604,3.30701e-05,3.30701e-05,3.30701e-05
99,13879.6,0.61797,1.00386,0.98777,0.9845,0.9636,0.99278,0.84653,0.50464,0.90574,0.90466,2.48234e-05,2.48234e-05,2.48234e-05
100,13918.4,0.61938,1.05384,0.9928,0.98866,0.97004,0.99333,0.84859,0.50088,0.90362,0.90354,1.65767e-05,1.65767e-05,1.65767e-05
