epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,676.408,1.22223,2.33325,1.40729,0.45239,0.57879,0.45285,0.27599,1.1957,3.12699,1.46783,0.0008416,0.0008416,0.0008416
18,718.416,1.25234,1.96474,1.36055,0.45785,0.63205,0.49736,0.32555,1.14547,4.23877,1.42169,0.0008317,0.0008317,0.0008317
19,760.445,1.16598,2.11665,1.37763,0.47621,0.65369,0.53934,0.35537,1.10419,4.81593,1.38856,0.0008218,0.0008218,0.0008218
20,802.657,1.22808,2.1115,1.4206,0.54998,0.61501,0.6005,0.40202,1.08447,3.04258,1.3538,0.0008119,0.0008119,0.0008119
21,844.433,1.15617,2.0651,1.37833,0.61124,0.6302,0.64425,0.42685,1.10143,2.47664,1.34104,0.000802,0.000802,0.000802
22,886.75,1.1256,2.10732,1.31151,0.63384,0.66029,0.68308,0.44721,1.05909,2.26986,1.30793,0.0007921,0.0007921,0.0007921
23,929.051,1.12856,2.12165,1.33724,0.70646,0.63479,0.71283,0.4735,1.04452,2.10751,1.30881,0.0007822,0.0007822,0.0007822
24,970.85,1.17151,1.8349,1.3353,0.80972,0.677,0.75098,0.50066,1.04435,1.93749,1.31406,0.0007723,0.0007723,0.0007723
25,1013.64,1.12384,1.9883,1.32339,0.76403,0.74084,0.79105,0.52882,0.99899,1.8077,1.30464,0.0007624,0.0007624,0.0007624
26,1055.99,1.18498,1.98635,1.37121,0.70706,0.76698,0.80864,0.54453,0.97348,1.78707,1.2841,0.0007525,0.0007525,0.0007525
27,1098.18,1.15537,1.82899,1.31799,0.70307,0.80552,0.83615,0.5682,0.97191,1.74526,1.27559,0.0007426,0.0007426,0.0007426
28,1140.21,1.02007,1.84252,1.29633,0.74999,0.792,0.81585,0.53938,1.00948,1.91156,1.30194,0.0007327,0.0007327,0.0007327
29,1181.88,1.11229,1.67898,1.29426,0.73485,0.74761,0.77124,0.52362,1.02099,2.11312,1.31221,0.0007228,0.0007228,0.0007228
30,1223.71,1.03043,1.71775,1.26314,0.73748,0.75863,0.76259,0.51123,1.0098,2.19919,1.30499,0.0007129,0.0007129,0.0007129
31,1266.89,1.07388,1.64528,1.27534,0.83629,0.79192,0.82482,0.55711,0.96325,2.05254,1.26457,0.000703,0.000703,0.000703
32,1309.17,1.14171,1.66382,1.28859,0.86799,0.82512,0.88815,0.60044,0.94297,1.88477,1.24648,0.0006931,0.0006931,0.0006931
33,1351.19,1.16022,1.65973,1.31132,0.84115,0.83409,0.89639,0.61132,0.93512,1.73398,1.23964,0.0006832,0.0006832,0.0006832
34,1393.43,1.11671,1.63888,1.27382,0.84243,0.80645,0.89343,0.62087,0.91354,1.69028,1.20208,0.0006733,0.0006733,0.0006733
35,1435.36,1.01183,1.64175,1.21175,0.84431,0.79806,0.89897,0.64231,0.88115,1.67822,1.17791,0.0006634,0.0006634,0.0006634
36,1477.22,1.09797,1.61677,1.25518,0.83949,0.81777,0.90525,0.65492,0.8766,1.62069,1.16099,0.0006535,0.0006535,0.0006535
37,1519.62,1.07266,1.70344,1.26805,0.83319,0.84381,0.90149,0.6439,0.88387,1.57996,1.15315,0.0006436,0.0006436,0.0006436
38,1561.19,1.04075,1.60162,1.22588,0.80854,0.86314,0.89398,0.64436,0.89636,1.56115,1.16407,0.0006337,0.0006337,0.0006337
39,1603.04,1.03686,1.48723,1.26573,0.85075,0.7668,0.88467,0.64773,0.87663,1.5759,1.16823,0.0006238,0.0006238,0.0006238
40,1645.39,1.00885,1.49507,1.21758,0.8583,0.79542,0.88717,0.65999,0.83732,1.60743,1.14315,0.0006139,0.0006139,0.0006139
41,1687.33,0.97842,1.53939,1.2485,0.86537,0.80484,0.91085,0.66575,0.84971,1.54858,1.15503,0.000604,0.000604,0.000604
42,1728.88,0.89698,1.47136,1.1458,0.84679,0.86307,0.93848,0.67851,0.85572,1.61489,1.16735,0.0005941,0.0005941,0.0005941
43,1771.16,0.90015,1.34854,1.16667,0.85519,0.84413,0.93677,0.689,0.84106,1.71869,1.15675,0.0005842,0.0005842,0.0005842
44,1813.34,0.97641,1.38421,1.2419,0.8471,0.86649,0.93252,0.6871,0.83798,1.71397,1.15389,0.0005743,0.0005743,0.0005743
45,1854.85,0.92674,1.34309,1.20254,0.85803,0.87949,0.93491,0.68305,0.83903,1.66691,1.14961,0.0005644,0.0005644,0.0005644
46,1897.1,0.92282,1.4639,1.18719,0.8631,0.91836,0.9415,0.67325,0.88976,1.54378,1.19938,0.0005545,0.0005545,0.0005545
47,1938.81,0.90271,1.29312,1.1444,0.88402,0.91317,0.94329,0.6803,0.89451,1.4608,1.24205,0.0005446,0.0005446,0.0005446
48,1980.41,0.98684,1.33342,1.1926,0.87894,0.92081,0.94645,0.69102,0.86223,1.42302,1.23537,0.0005347,0.0005347,0.0005347
49,2022.5,0.92996,1.3798,1.21274,0.91035,0.90439,0.94741,0.71097,0.80135,1.33773,1.1685,0.0005248,0.0005248,0.0005248
50,2064.42,0.88686,1.19402,1.16005,0.91878,0.90937,0.9577,0.73216,0.75109,1.31405,1.1089,0.0005149,0.0005149,0.0005149
51,2106.15,1.02208,1.39264,1.27572,0.92071,0.93382,0.9594,0.74435,0.71997,1.31491,1.08128,0.000505,0.000505,0.000505
52,2148.39,0.92885,1.26825,1.17985,0.91425,0.92819,0.96577,0.75024,0.71119,1.31023,1.0636,0.0004951,0.0004951,0.0004951
53,2190.28,0.90881,1.31404,1.21399,0.90752,0.94575,0.969,0.75288,0.70752,1.27365,1.05463,0.0004852,0.0004852,0.0004852
54,2232.48,0.9694,1.3644,1.18335,0.91568,0.95246,0.96985,0.75841,0.70364,1.23004,1.05029,0.0004753,0.0004753,0.0004753
55,2274.25,0.79855,1.23867,1.11583,0.92057,0.95596,0.97162,0.75979,0.70736,1.20412,1.05291,0.0004654,0.0004654,0.0004654
56,2316.03,0.88202,1.36098,1.17162,0.9565,0.92065,0.9735,0.74955,0.72833,1.18634,1.06713,0.0004555,0.0004555,0.0004555
57,2358.27,0.90881,1.37426,1.18232,0.94255,0.94442,0.9773,0.75018,0.72319,1.16486,1.06894,0.0004456,0.0004456,0.0004456
58,2400.02,0.85846,1.37564,1.17419,0.96036,0.97187,0.98259,0.76847,0.70855,1.15103,1.05822,0.0004357,0.0004357,0.0004357
59,2442.04,0.85033,1.24484,1.15753,0.96984,0.95675,0.98242,0.7806,0.68194,1.13293,1.04531,0.0004258,0.0004258,0.0004258
60,2483.99,0.94151,1.3407,1.24937,0.97394,0.93637,0.98134,0.78451,0.67094,1.11699,1.03417,0.0004159,0.0004159,0.0004159
61,2525.85,0.96675,1.27386,1.17702,0.96982,0.95375,0.98328,0.78601,0.66611,1.11734,1.02744,0.000406,0.000406,0.000406
62,2567.49,0.9023,1.26674,1.18439,0.97113,0.93164,0.98283,0.79796,0.65187,1.12366,1.0191,0.0003961,0.0003961,0.0003961
63,2609.76,0.93447,1.28823,1.17408,0.96721,0.92845,0.98214,0.7967,0.6452,1.10222,1.01462,0.0003862,0.0003862,0.0003862
64,2652.12,0.85929,1.20692,1.13514,0.95574,0.94102,0.98441,0.81048,0.63561,1.09726,1.01121,0.0003763,0.0003763,0.0003763
65,2694.62,0.82445,1.1724,1.11348,0.96135,0.95287,0.98358,0.80224,0.63198,1.10838,1.00966,0.0003664,0.0003664,0.0003664
66,2736.66,0.73423,1.14998,1.0758,0.97427,0.92889,0.973,0.8006,0.64142,1.11447,1.01195,0.0003565,0.0003565,0.0003565
67,2778.39,0.83525,1.13967,1.10599,0.97394,0.9131,0.97122,0.80069,0.64799,1.1029,1.01361,0.0003466,0.0003466,0.0003466
68,2820.06,0.84017,1.23252,1.16392,0.97287,0.92531,0.97328,0.80209,0.63804,1.0693,1.00891,0.0003367,0.0003367,0.0003367
69,2862.08,0.84359,1.22846,1.12339,0.96627,0.93611,0.97369,0.80292,0.62795,1.04914,1.00301,0.0003268,0.0003268,0.0003268
70,2903.83,0.78254,1.08828,1.08554,0.96608,0.9352,0.97672,0.81189,0.61535,1.0553,0.99702,0.0003169,0.0003169,0.0003169
71,2945.65,0.7897,1.09801,1.08968,0.97272,0.94764,0.9799,0.81237,0.60289,1.03791,0.99058,0.000307,0.000307,0.000307
72,2987.69,0.77145,1.08468,1.10129,0.96648,0.9467,0.98016,0.80921,0.60572,1.0345,0.99099,0.0002971,0.0002971,0.0002971
73,3029.79,0.77844,1.12673,1.10672,0.95483,0.9424,0.97858,0.80616,0.61633,1.03633,0.99147,0.0002872,0.0002872,0.0002872
74,3071.33,0.7494,1.07072,1.08139,0.95821,0.92407,0.98145,0.81068,0.61759,1.02839,0.99189,0.0002773,0.0002773,0.0002773
75,3113.38,0.74213,1.07747,1.10126,0.94289,0.94522,0.98333,0.81395,0.60626,1.00535,0.98885,0.0002674,0.0002674,0.0002674
76,3155.18,0.77185,1.11231,1.11533,0.9765,0.91994,0.98529,0.82344,0.59298,0.99071,0.98371,0.0002575,0.0002575,0.0002575
77,3197.16,0.73721,1.07721,1.06702,0.97163,0.93527,0.98784,0.82294,0.58321,0.98728,0.98009,0.0002476,0.0002476,0.0002476
78,3238.67,0.75223,1.0138,1.06596,0.96482,0.94927,0.98777,0.82641,0.57635,0.96967,0.97288,0.0002377,0.0002377,0.0002377
79,3280.29,0.79343,1.14664,1.11242,0.97933,0.95803,0.98832,0.83377,0.56243,0.95634,0.96345,0.0002278,0.0002278,0.0002278
80,3322.24,0.72935,1.00117,1.05438,0.98289,0.95976,0.98773,0.84946,0.54377,0.94691,0.9542,0.0002179,0.0002179,0.0002179
81,3363.65,0.69368,1.00469,1.06067,0.98489,0.9594,0.98923,0.85487,0.53248,0.93573,0.94836,0.000208,0.000208,0.000208
82,3405.11,0.68811,0.98696,1.05114,0.98459,0.95821,0.98965,0.85147,0.52542,0.93021,0.94312,0.0001981,0.0001981,0.0001981
83,3447.12,0.79479,0.98253,1.05433,0.98157,0.94442,0.98883,0.84447,0.52077,0.92063,0.93903,0.0001882,0.0001882,0.0001882
84,3488.53,0.75984,1.15919,1.14153,0.97946,0.96908,0.99071,0.85188,0.51535,0.9072,0.93503,0.0001783,0.0001783,0.0001783
85,3530.11,0.74036,1.12032,1.06018,0.97959,0.97419,0.99233,0.84746,0.51258,0.90089,0.93053,0.0001684,0.0001684,0.0001684
86,3572.01,0.77565,1.07508,1.09016,0.96299,0.98171,0.99232,0.85064,0.51837,0.89752,0.931,0.0001585,0.0001585,0.0001585
87,3614,0.73351,0.96698,1.04069,0.96109,0.98298,0.99225,0.84774,0.52966,0.89463,0.93587,0.0001486,0.0001486,0.0001486
88,3655.52,0.78922,1.00388,1.07579,0.95976,0.98618,0.99257,0.85221,0.53367,0.8956,0.93786,0.0001387,0.0001387,0.0001387
89,3697.24,0.78258,1.03415,1.11094,0.9572,0.99057,0.99293,0.85564,0.52731,0.89107,0.93571,0.0001288,0.0001288,0.0001288
90,3738.77,0.71182,0.98345,1.06123,0.95412,0.99074,0.99293,0.85423,0.52583,0.8908,0.93401,0.0001189,0.0001189,0.0001189
91,3780.14,0.61493,1.03726,1.02602,0.95383,0.99074,0.99293,0.86018,0.52377,0.88814,0.93083,0.000109,0.000109,0.000109
92,3821.75,0.62319,1.05615,1.00507,0.95773,0.99074,0.99308,0.86133,0.51405,0.885,0.9262,9.91e-05,9.91e-05,9.91e-05
93,3862.94,0.68216,1.06778,1.0665,0.98033,0.95969,0.99391,0.86376,0.50653,0.88583,0.92222,8.92e-05,8.92e-05,8.92e-05
94,3904.36,0.6378,1.08927,1.00701,0.95616,0.96995,0.99308,0.86826,0.50037,0.88369,0.91891,7.93e-05,7.93e-05,7.93e-05
95,3946.16,0.63449,1.02341,1.0401,0.99179,0.96683,0.99417,0.86758,0.49785,0.88136,0.91727,6.94e-05,6.94e-05,6.94e-05
96,3987.46,0.60638,1.10099,1.01414,0.99278,0.96893,0.99417,0.86368,0.49919,0.88298,0.91649,5.95e-05,5.95e-05,5.95e-05
97,4028.59,0.63567,1.02503,0.96744,0.98782,0.97336,0.99417,0.86203,0.50155,0.88386,0.91667,4.96e-05,4.96e-05,4.96e-05
98,4070.2,0.61465,1.07027,0.99514,0.97956,0.97855,0.99417,0.8645,0.50192,0.88187,0.91602,3.97e-05,3.97e-05,3.97e-05
99,4112.98,0.62874,0.98264,1.02318,0.98187,0.97695,0.99456,0.86297,0.50004,0.8825,0.91509,2.98e-05,2.98e-05,2.98e-05
100,4154.49,0.57523,1.02545,0.98237,0.98725,0.97712,0.99456,0.86511,0.49668,0.87908,0.91374,1.99e-05,1.99e-05,1.99e-05
