epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,2270.35,0.315,0.68717,0.82701,0.97651,0.97217,0.98853,0.95301,0.25289,0.72277,0.77771,0.0004753,0.0004753,0.0004753
55,2312.84,0.30468,0.72391,0.83569,0.97426,0.9595,0.98495,0.95963,0.25045,0.7287,0.77794,0.0004654,0.0004654,0.0004654
56,2354,0.31359,0.68055,0.83158,0.94624,0.95898,0.98509,0.96053,0.25049,0.73235,0.77578,0.0004555,0.0004555,0.0004555
57,2396.36,0.31772,0.70537,0.83292,0.9804,0.9273,0.98881,0.96312,0.24623,0.72424,0.77395,0.0004456,0.0004456,0.0004456
58,2438.33,0.30129,0.71078,0.83735,0.98467,0.9656,0.99208,0.96786,0.23496,0.7008,0.77142,0.0004357,0.0004357,0.0004357
59,2479.78,0.27625,0.6784,0.81036,0.98505,0.98041,0.99367,0.96431,0.2357,0.68353,0.77143,0.0004258,0.0004258,0.0004258
60,2522.32,0.32088,0.64769,0.83031,0.99662,0.98617,0.99449,0.96528,0.24264,0.66652,0.77257,0.0004159,0.0004159,0.0004159
61,2564.33,0.31518,0.69201,0.81525,0.9922,0.98435,0.99449,0.9634,0.2437,0.66008,0.77332,0.000406,0.000406,0.000406
62,2605.65,0.30447,0.64313,0.809,0.98981,0.98346,0.99449,0.9677,0.23762,0.66249,0.77255,0.0003961,0.0003961,0.0003961
63,2647.9,0.27859,0.69979,0.82146,0.98929,0.98251,0.99426,0.96739,0.23097,0.68029,0.77105,0.0003862,0.0003862,0.0003862
64,2689.75,0.30096,0.68615,0.81912,0.98266,0.98466,0.99367,0.96745,0.22579,0.71022,0.77016,0.0003763,0.0003763,0.0003763
65,2731.3,0.29088,0.64131,0.83091,0.97946,0.98535,0.99385,0.96779,0.2234,0.71563,0.76952,0.0003664,0.0003664,0.0003664
66,2773.56,0.29029,0.65678,0.82926,0.99046,0.98409,0.99449,0.96735,0.22304,0.68706,0.76953,0.0003565,0.0003565,0.0003565
67,2815.82,0.29454,0.62718,0.82965,0.99471,0.99009,0.99449,0.96873,0.21778,0.65029,0.76896,0.0003466,0.0003466,0.0003466
68,2856.96,0.30042,0.64737,0.8323,0.99458,0.99299,0.99473,0.96805,0.21483,0.62072,0.76844,0.0003367,0.0003367,0.0003367
69,2899.6,0.25673,0.6467,0.82223,0.99472,0.99502,0.995,0.9688,0.21478,0.60835,0.76756,0.0003268,0.0003268,0.0003268
70,2941.46,0.28377,0.6113,0.82481,0.99433,0.99496,0.995,0.97264,0.20904,0.60436,0.76606,0.0003169,0.0003169,0.0003169
71,2982.88,0.25967,0.60526,0.81726,0.995,0.99446,0.995,0.97865,0.20389,0.60003,0.76529,0.000307,0.000307,0.000307
72,3026.09,0.31278,0.60646,0.82975,0.99492,0.99226,0.995,0.97483,0.2042,0.60343,0.7651,0.0002971,0.0002971,0.0002971
73,3068.12,0.2826,0.61869,0.83557,0.99379,0.99219,0.995,0.97896,0.19922,0.60621,0.76451,0.0002872,0.0002872,0.0002872
74,3109.25,0.25637,0.61548,0.81555,0.9959,0.98974,0.995,0.97873,0.1932,0.60962,0.76498,0.0002773,0.0002773,0.0002773
75,3152.1,0.28451,0.60845,0.83455,0.99298,0.99266,0.995,0.9814,0.19084,0.60858,0.76541,0.0002674,0.0002674,0.0002674
76,3193.85,0.24804,0.56961,0.79989,0.99387,0.99376,0.995,0.98148,0.18696,0.6051,0.76601,0.0002575,0.0002575,0.0002575
77,3235.31,0.26114,0.59387,0.83031,0.99556,0.99413,0.995,0.97897,0.18835,0.60311,0.76561,0.0002476,0.0002476,0.0002476
78,3277.87,0.23341,0.5855,0.82077,0.99697,0.99428,0.995,0.97935,0.18842,0.5959,0.7661,0.0002377,0.0002377,0.0002377
79,3319.45,0.27183,0.58673,0.80584,0.99603,0.99455,0.995,0.98029,0.18333,0.58066,0.76543,0.0002278,0.0002278,0.0002278
80,3361.5,0.25563,0.59839,0.81374,0.99512,0.99469,0.995,0.98182,0.17917,0.56957,0.7647,0.0002179,0.0002179,0.0002179
81,3404.19,0.27732,0.58594,0.82828,0.99413,0.99487,0.995,0.98518,0.17729,0.56166,0.76386,0.000208,0.000208,0.000208
82,3445.57,0.25259,0.57735,0.81933,0.99339,0.99495,0.995,0.98415,0.17475,0.55427,0.7636,0.0001981,0.0001981,0.0001981
83,3487.78,0.24454,0.53515,0.80348,0.99264,0.99497,0.995,0.9819,0.17044,0.54659,0.76316,0.0001882,0.0001882,0.0001882
84,3530.12,0.25684,0.53969,0.82401,0.99253,0.995,0.995,0.98206,0.16921,0.54337,0.76289,0.0001783,0.0001783,0.0001783
85,3571.61,0.27273,0.5315,0.82724,0.99308,0.99487,0.995,0.98514,0.16848,0.54025,0.76207,0.0001684,0.0001684,0.0001684
86,3613.43,0.2309,0.53479,0.81501,0.99361,0.99472,0.995,0.98543,0.16773,0.53739,0.76203,0.0001585,0.0001585,0.0001585
87,3655.69,0.24288,0.54327,0.82725,0.99457,0.99461,0.995,0.98316,0.16707,0.53294,0.76149,0.0001486,0.0001486,0.0001486
88,3696.94,0.26282,0.6053,0.81716,0.99545,0.99445,0.995,0.98506,0.16657,0.53103,0.76164,0.0001387,0.0001387,0.0001387
89,3739.16,0.21542,0.54675,0.79784,0.99616,0.99435,0.995,0.98548,0.1649,0.53126,0.76133,0.0001288,0.0001288,0.0001288
90,3781.68,0.24115,0.55391,0.80507,0.99636,0.99434,0.995,0.98185,0.16353,0.53325,0.7615,0.0001189,0.0001189,0.0001189
91,3822.72,0.21932,0.62188,0.77643,0.99688,0.99418,0.995,0.98411,0.16294,0.53641,0.76211,0.000109,0.000109,0.000109
92,3865.07,0.2154,0.61738,0.81385,0.99724,0.99404,0.995,0.98527,0.16231,0.54491,0.76223,9.91e-05,9.91e-05,9.91e-05
93,3907.51,0.21404,0.59542,0.81072,0.99727,0.99338,0.995,0.98291,0.1623,0.55707,0.76221,8.92e-05,8.92e-05,8.92e-05
94,3948.15,0.21734,0.60887,0.78222,0.99721,0.99329,0.995,0.98487,0.16281,0.57014,0.7624,7.93e-05,7.93e-05,7.93e-05
95,3990.57,0.22525,0.60614,0.79564,0.99698,0.99373,0.995,0.98492,0.16269,0.57732,0.76264,6.94e-05,6.94e-05,6.94e-05
96,4032.75,0.22433,0.62149,0.78683,0.99673,0.99432,0.995,0.98297,0.16242,0.57999,0.76262,5.95e-05,5.95e-05,5.95e-05
97,4073.59,0.20352,0.59826,0.8031,0.99654,0.99496,0.995,0.98304,0.16147,0.57801,0.76248,4.96e-05,4.96e-05,4.96e-05
98,4115.81,0.19823,0.60544,0.8052,0.99637,0.99519,0.995,0.98287,0.16003,0.57286,0.76228,3.97e-05,3.97e-05,3.97e-05
99,4157.78,0.20869,0.5873,0.7992,0.9963,0.99537,0.995,0.98397,0.15908,0.56615,0.76207,2.98e-05,2.98e-05,2.98e-05
100,4198.53,0.21503,0.59019,0.79685,0.99627,0.99547,0.995,0.984,0.1584,0.56017,0.76187,1.99e-05,1.99e-05,1.99e-05
